epoch,train_loss,train_acc,test_loss,test_acc
0,1.0923274457454681,38.32370936870575,1.0747319459915161,49.408143758773804
1,1.0712686280409496,45.33797552188238,1.0493321816126506,50.99431872367859
2,1.0475427607695262,48.12613228956858,1.037229339281718,48.29545517762502
3,1.027322346965472,49.374433855215706,1.0155680179595947,50.54450829823812
4,1.0128555645545323,49.01211510101954,0.9947347442309061,53.57481042544047
5,0.9999983559052149,50.52932550509771,0.9870086312294006,53.33806872367859
6,0.9960409651199976,50.20946562290192,0.968616247177124,56.36837085088094
7,0.9888056317965189,51.80876354376475,0.9655560851097107,54.640152057011925
8,0.9904608577489853,52.19089686870575,0.9831629594167074,54.166666666666664
9,0.9776186645030975,53.89209687709808,0.961188018321991,55.91856042544047
10,0.9736704627672831,54.01098281145096,0.9773981173833212,55.705493688583374
11,0.9715727816025416,54.73845104376475,0.9583347837130228,57.17329581578573
12,0.9624555657307307,56.606657803058624,0.9531352718671163,53.90625
13,0.9596601724624634,56.39153073231379,0.9408726294835409,56.65246248245239
14,0.9557318786780039,57.43885884682337,0.9524922370910645,53.148674964904785
15,0.956612358490626,54.52049374580383,0.9376237988471985,57.43371248245239
16,0.9499206493298212,56.61231875419617,0.9476706981658936,56.22632702191671
17,0.9414728134870529,57.01709687709808,0.9364582697550455,58.001893758773804
18,0.9299445003271103,58.57676615317663,0.9292432069778442,58.21496248245239
19,0.9271961202224096,59.02683436870575,0.9218993385632833,57.50473539034525
20,0.9310840715964636,60.212862491607666,0.9206489721934,57.71780411402384
21,0.927198683222135,59.12024478117625,0.896714429060618,60.748106241226196
22,0.9098307887713114,61.26019010941187,0.9014103015263876,62.026516596476235
23,0.9082429458697637,61.57438854376475,0.8788011272748312,64.0625
24,0.9009506503740946,62.02445675929388,0.8797224164009094,61.26893957455953
25,0.9026057223478953,61.959352592627205,0.8755692839622498,62.310606241226196
26,0.8891452302535375,63.142549991607666,0.8826126456260681,62.54734992980957
27,0.8821356991926829,63.65489115317663,0.8997936248779297,57.50473539034525
28,0.8815404822429022,63.870018223921456,0.893904467423757,58.09659163157145
29,0.8789913803339005,63.5614812374115,0.8895644148190817,62.09753751754761
30,0.8772549877564112,64.91168489058812,0.8533865610758463,66.12216035525005
31,0.8694866846005121,65.08435259262721,0.9033464193344116,59.895833333333336
32,0.8633522341648737,66.54211978117625,0.8587012887001038,61.31628751754761
33,0.8611849149068197,66.4996604124705,0.8442970315615336,65.90909163157146
34,0.8569632023572922,66.31850103537242,0.8187742431958517,68.65530411402385
35,0.8498250246047974,65.66745936870575,0.8396427234013876,65.64867496490479
36,0.8503283311923345,66.91859165827434,0.856143852074941,62.14488744735718
37,0.8440676232179006,67.25826561450958,0.8487231731414795,65.71969787279765
38,0.847463404138883,67.97724217176437,0.8584485451380411,63.18655411402384
39,0.8386406501134237,68.96229634682338,0.8186033765474955,65.88541666666667
40,0.8314982801675797,68.89436145623525,0.8666940530141195,61.955493688583374
41,0.8249652882417043,68.51788957913716,0.8328463435173035,64.72537914911906
42,0.8227377384901047,70.16247759262721,0.8280337254206339,66.9744332631429
43,0.8283513486385345,68.9453125,0.8148663640022278,67.49526659647624
44,0.8205882161855698,70.6012229124705,0.8200431863466898,67.73200829823811
45,0.8152500540018082,70.07755885521571,0.8335573077201843,63.92045418421427
46,0.8139639099438986,68.91134530305862,0.8197864492734274,68.25284163157146
47,0.8151383598645529,71.08242760101955,0.8397517402966818,64.51231042544048
48,0.807184507449468,71.22678905725479,0.8341101805369059,66.26420418421428
49,0.8137649744749069,70.09737342596054,0.8552999496459961,65.7907207806905
50,0.7988770405451456,71.11073384682338,0.8068059881528219,67.23484992980957
51,0.8046709994475046,70.50498177607854,0.7975361943244934,69.81534163157146
52,0.8030905524889628,70.91542134682338,0.8136480251948038,68.58428120613098
53,0.7999452898899714,71.17300728956859,0.7884898781776428,67.99242496490479
54,0.7893899530172348,72.18919843435287,0.8015884757041931,71.61458333333333
55,0.7752535541852316,73.08367292086284,0.8131881952285767,68.86837085088094
56,0.7806177238623301,71.32586042086284,0.8036829034487406,69.10511453946431
57,0.7886788149674734,70.83616405725479,0.7883990605672201,70.3125
58,0.7810223748286566,71.7730979124705,0.8037417332331339,67.30587085088094
59,0.7764597485462824,71.58910781145096,0.8118933041890463,67.80303120613098
60,0.7711813896894455,73.67810259262721,0.7983845671017965,68.5606062412262
61,0.7646292398373286,72.13824739058812,0.8241199056307474,66.31155411402385
62,0.7777522255976995,72.265625,0.7599301934242249,72.32481241226196
63,0.7679923524459203,73.42334687709808,0.7726178566614786,70.0994332631429
64,0.7657732317845026,72.60529895623525,0.7708518306414286,69.81534163157146
65,0.7631626725196838,72.07314322392146,0.7709455092748007,71.09375
66,0.761550635099411,74.45369114478429,0.7713051438331604,68.84469787279765
67,0.7395430852969488,74.64617292086284,0.7712363600730896,71.63825829823811
68,0.7552396555741628,74.15364583333333,0.7645787994066874,71.59091035525005
69,0.763610785206159,73.21671197811763,0.7878901958465576,70.62026659647624
70,0.7705706854661306,72.65908072392146,0.7817237575848898,68.84469787279765
71,0.7617447127898535,73.59601457913716,0.764447013537089,72.13541666666667
72,0.7560025751590729,73.29879999160767,0.7635788122812907,71.40151659647624
73,0.7532932857672373,74.00928437709808,0.7502616047859192,72.91666666666667
74,0.7542258153359095,73.08650364478429,0.7489606738090515,72.13541666666667
75,0.7349725862344106,75.70482343435287,0.7462921539942423,70.38352290789287
76,0.7451377461353937,74.6631567676862,0.7870562275250753,69.12878751754761
77,0.7376050601402918,74.64617292086284,0.7894994219144186,70.14678120613098
78,0.7522976050774256,75.01415312290192,0.7520719170570374,70.66761453946431
79,0.7445606042941412,74.8046875,0.7611851890881857,72.67992496490479
80,0.7295377999544144,76.3134057323138,0.7415182590484619,74.66856241226196
81,0.7436682730913162,74.86979166666667,0.7491519053777059,73.67424368858337
82,0.7416666050752004,74.77921197811763,0.7575103243192037,67.85037914911906
83,0.7293788542350134,75.93976457913716,0.7299822568893433,76.18371248245239
84,0.7288436740636826,75.50951093435287,0.7324520945549011,73.12973539034526
85,0.7339193224906921,75.390625,0.7535958488782247,72.4668562412262
86,0.7358131557703018,74.61220572392146,0.7792150974273682,70.43087085088094
87,0.7349297255277634,75.73029895623525,0.7404691775639852,73.93466035525005
88,0.7178857574860255,76.01619114478429,0.75850377480189,70.69128751754761
89,0.7261668890714645,75.11888593435287,0.7489284674326578,73.98200829823811
90,0.7241570204496384,75.1953125,0.7340433200200399,73.4138270219167
91,0.7079832802216212,77.86458333333333,0.7475041548411051,72.70359992980957
92,0.7198424388964971,76.6162817676862,0.7180404464403788,74.9763270219167
93,0.717157781124115,76.44361406564713,0.714111347993215,75.18939574559529
94,0.7140429864327112,76.56533072392146,0.7427849173545837,72.96401659647624
95,0.6995236674944559,77.04087446133296,0.7262007196744283,73.4375
96,0.7211945156256357,75.93976457913716,0.72919100522995,74.69223539034526
