epoch,train_loss,train_acc,test_loss,test_acc,func_loss,lr
0,1.0944997866948445,36.803668489058815,1.0776052077611287,48.413825035095215,1.0776052077611287,0.005
1,1.0697899262110393,42.76777630050977,1.053913950920105,50.02367397149404,1.053913950920105,0.005
2,1.041503330071767,47.582653909921646,1.0256662368774414,53.101325035095215,1.0256662368774414,0.005
3,1.019256477554639,48.46297552188238,0.9988229672114054,54.54545418421427,0.9988229672114054,0.005
4,1.0072669039169948,51.364356776078544,0.9785036047299703,56.41571879386902,0.9785036047299703,0.005
5,0.9945761114358902,51.97860052188238,0.9799087643623352,55.68181872367859,0.9799087643623352,0.005
6,0.9883194466431936,54.15251354376475,0.9667638540267944,58.16761453946432,0.9667638540267944,0.005
7,0.9813581506411234,54.579936464627586,0.978498379389445,55.94223539034525,0.978498379389445,0.005
8,0.9776966124773026,53.4222145875295,0.9734805623690287,54.92424170176188,0.9734805623690287,0.005
9,0.9722435275713602,55.465919276078544,0.9512803753217062,58.688447872797646,0.9512803753217062,0.005
10,0.9688445975383123,55.83106875419617,0.9538661241531372,60.250947872797646,0.9538661241531372,0.005
11,0.961017444729805,55.90749531984329,0.9367881218592325,58.19128751754761,0.9367881218592325,0.005
12,0.9575338115294775,55.9612770875295,0.9516550699869791,57.007575035095215,0.9516550699869791,0.005
13,0.9509761035442352,56.00090573231379,0.9550531109174093,54.23768957455953,0.9550531109174093,0.005
14,0.9462652603785197,57.93987760941187,0.9320287307103475,60.53503751754761,0.9320287307103475,0.005
15,0.9387300312519073,57.772871355215706,0.9347303708394369,58.23863546053568,0.9347303708394369,0.005
16,0.9323676278193792,58.041779696941376,0.9315564632415771,60.29829581578573,0.9315564632415771,0.005
17,0.934710755944252,59.329709907372795,0.9309670329093933,57.74147709210714,0.9309670329093933,0.005
18,0.9374625335137049,57.47282604376475,0.9225822488466898,61.86079581578573,0.9225822488466898,0.005
19,0.9261351823806763,58.70980521043142,0.9253314336140951,58.75946879386902,0.9253314336140951,0.005
20,0.9124553948640823,62.03860938549042,0.8999518354733785,62.07386453946432,0.8999518354733785,0.005
21,0.9204966674248377,59.83922084172567,0.9177311857541403,60.36931872367859,0.9177311857541403,0.005
22,0.9046694537003835,62.143342196941376,0.8946492671966553,62.594697872797646,0.8946492671966553,0.005
23,0.9089765797058741,61.50362342596054,0.9057368437449137,60.842802127202354,0.9057368437449137,0.005
24,0.9033609728018442,62.01313386360804,0.8988716006278992,60.842802127202354,0.8988716006278992,0.005
25,0.8979374368985494,61.715919276078544,0.8923025131225586,61.60037914911906,0.8923025131225586,0.005
26,0.9013458440701166,62.79438386360804,0.8712974985440572,62.57102290789286,0.8712974985440572,0.005
27,0.8903661320606867,63.69168907403946,0.8768277168273926,63.06818127632141,0.8768277168273926,0.005
28,0.8807435184717178,63.84737342596054,0.9030514359474182,59.327652057011925,0.9030514359474182,0.005
29,0.8759586264689764,65.5230979124705,0.8879459301630656,59.564393758773804,0.8879459301630656,0.005
30,0.8824402888615926,64.70504999160767,0.8791592121124268,62.594697872797646,0.8791592121124268,0.005
31,0.8707095583279928,65.00226457913716,0.8707937002182007,62.07386453946432,0.8707937002182007,0.005
32,0.8797770539919535,64.14458801349004,0.8810938398043314,60.345643758773804,0.8810938398043314,0.005
33,0.8669615934292475,65.57970990737279,0.8541919191678365,61.36363546053568,0.8541919191678365,0.005
34,0.8610967149337133,66.82518124580383,0.8616050084431967,61.88446879386902,0.8616050084431967,0.005
35,0.85769884288311,66.73743228117625,0.8553938666979471,63.89678120613098,0.8553938666979471,0.005
36,0.8629018167654673,66.39492760101955,0.8627067804336548,61.33996248245239,0.8627067804336548,0.005
37,0.8515160034100214,65.95335155725479,0.8443821668624878,64.37026460965474,0.8443821668624878,0.005
38,0.8528567602237066,66.51664425929387,0.831155002117157,65.10416666666667,0.831155002117157,0.005
39,0.8481644044319788,66.72610938549042,0.8413458863894144,64.13352290789287,0.8413458863894144,0.005
