epoch,train_loss,train_acc,test_loss,test_acc,func_loss,lr
0,1.0891786813735962,39.379528909921646,1.075059135754903,46.89867397149404,1.075059135754903,0.005
1,1.0674251914024353,45.4144020875295,1.0441170533498128,50.42613546053568,1.0441170533498128,0.005
2,1.0463184118270874,47.70437031984329,1.0290664434432983,50.0,1.0290664434432983,0.005
3,1.031289557615916,46.56363228956858,1.0182658433914185,48.011363546053566,1.0182658433914185,0.005
4,1.0231174528598785,50.01132239898046,0.9954088926315308,53.882575035095215,0.9954088926315308,0.005
5,1.0162928402423859,49.170629431804024,1.0146735310554504,54.876893758773804,1.0146735310554504,0.005
6,1.0071012377738953,50.76992760101954,1.0040310819943745,52.604166666666664,1.0040310819943745,0.005
7,1.0027158657709758,51.052989065647125,0.9794379472732544,56.96022709210714,0.9794379472732544,0.005
8,0.9927394439776739,52.72305260101954,0.9979609052340189,53.92992397149404,0.9979609052340189,0.005
9,0.9940123309691747,51.248301565647125,0.9714165131251017,54.592802127202354,0.9714165131251017,0.005
10,0.9810733993848165,55.17719636360804,0.9568593899408976,53.83522709210714,0.9568593899408976,0.005
11,0.9882920483748118,50.86050728956858,0.9723935524622599,53.92992397149404,0.9723935524622599,0.005
12,0.9755913317203522,55.154551565647125,0.966521680355072,55.63446879386902,0.966521680355072,0.005
13,0.968489999572436,55.15172084172567,0.9559265573819479,55.91856042544047,0.9559265573819479,0.005
14,0.9657459755738577,55.1800270875295,0.9469033479690552,55.16098539034525,0.9469033479690552,0.005
15,0.9620013733704885,55.41496823231379,0.9526646335919698,56.46306872367859,0.9526646335919698,0.005
16,0.9550451437632242,55.31023542086283,0.9529336094856262,56.48674170176188,0.9529336094856262,0.005
17,0.9639109174410502,55.76313386360804,0.9334149161974589,58.45170418421427,0.9334149161974589,0.005
18,0.9503666212161382,57.96535313129425,0.942356526851654,56.936552127202354,0.942356526851654,0.005
19,0.9425847977399826,58.095561464627586,0.9207569559415182,58.688447872797646,0.9207569559415182,0.005
20,0.9437523633241653,56.510416666666664,0.9216219385464987,56.72348539034525,0.9216219385464987,0.005
21,0.9422658334175745,58.25124531984329,0.9123786886533102,56.46306872367859,0.9123786886533102,0.005
22,0.9353222499291102,57.48414844274521,0.9275476535161337,56.983902057011925,0.9275476535161337,0.005
23,0.9316787471373876,58.39277605215708,0.9169111053148905,58.02556872367859,0.9169111053148905,0.005
24,0.9288731068372726,59.34669375419617,0.8892439802487692,59.51704581578573,0.8892439802487692,0.005
25,0.9156831502914429,61.34510884682337,0.9044112761815389,60.03787914911906,0.9044112761815389,0.005
26,0.913130650917689,60.099637508392334,0.8933590451876322,61.05587085088094,0.8933590451876322,0.005
27,0.9227957477172216,59.513700008392334,0.9047869245211283,59.280302127202354,0.9047869245211283,0.005
28,0.910809854666392,61.07336978117625,0.8993730545043945,59.82481042544047,0.8993730545043945,0.005
29,0.9047846992810568,61.05921665827433,0.8818021217981974,61.813447872797646,0.8818021217981974,0.005
30,0.9033799767494202,61.84329688549042,0.8671603798866272,61.78977290789286,0.8671603798866272,0.005
31,0.9024161249399185,62.29902605215708,0.8871543606122335,62.64204581578573,0.8871543606122335,0.005
32,0.8877978970607122,62.24524478117625,0.8599330186843872,63.58901460965475,0.8599330186843872,0.005
